citation_id,citation_label,date_year,protocol_ids,study_name,study_acronym,study_type,disease_phenotype,primary_research_focus,funding_source,award_num,foa
179,RichessonR2013a,2013,,,,Electronic Health Records|Pragmatic Clinical Trials as Topic,,,"NCCIH NIH HHS,NCCIH NIH HHS,NCCIH NIH HHS,NCCIH NIH HHS,NCCIH NIH HHS,NCCIH NIH HHS,NCCIH NIH HHS,NCCIH NIH HHS,NCCIH NIH HHS,NCCIH NIH HHS,NCCIH NIH HHS,NCCIH NIH HHS,NCCIH NIH HHS,NCCIH NIH HHS,NCCIH NIH HHS,NCCIH NIH HHS","UH2 AT007769,UH2 AT007788,1UH2 AT007784-01,1UH2AT007788-01,UH2 AT007766,U54 AT007748,1U54AT007748-01,1UH2AT007755-01,1UH2AT007782-01,UH2 AT007797,UH2 AT007782,1UH2AT007766-01,UH2 AT007784,UH2 AT007755,1UH2AT007769-01,1UH2AT007797-01","RFA-RM-12-002/PA-12-100,RFA-RM-12-002,NA,NA,RFA-RM-12-002,PA-12-149/RFA-RM-11-021/PA-14-077,NA,NA,NA,RFA-RM-12-002,RFA-RM-12-002/PA-12-100,NA,RFA-RM-12-002,RFA-RM-12-002,NA,NA"
180,DoironD2013a,2013,,,,standards,,,"Medical Research Council,Medical Research Council","MR/K006525/1,MR/K007017/1","NA,NA"
181,McCartyC2014a,2014,10101|10201|10401|10501|10601|10701|10801|10901|11001|11301|11501|20304|20703|21501|21603|30101|30201|30301|30402|30601|30701|30801|30901|30902|31301|50801|60401|60501|60701|120101|120202|121601|141201,Marshfield Clinicl Personalized Medicine Research Project,PMRP,Precision Medicine|Reproducibility of Results|Self Report|Surveys and Questionnaires,"Alcoholism|Depressive Disorder, Major|Smoking|Stroke",To describe the data collection efforts and validation of PhenX measures in the Personalized Medicine Reearch Project (PMRP) cohort.,"NCATS NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS","UL1 TR000427,1U01HG004608-01,3U01HG006389-01S1,U01HG004597","RFA-RM-10-020,NA,NA,RFA-HG-07-006"
182,ZulligK2014a,2014,211001,,,Reproducibility of Results|Surveys and Questionnaires,Adolescent Behavior|Risk-Taking,"To further validate the School Climate Measure on a large, diverse sample of Arizona public school adolescents.",Safe and Supportive Schools (S3) Grant from the Arizona Department of Education (ADE),,
183,ShivadeC2014a,2014,,,,Electronic Health Records,,,"NLM NIH HHS,NLM NIH HHS","R01 LM011116,R01LM011116","PA-11-260,PA-11-260"
184,PatelC2014a,2014,,,,Epidemiologic Studies,,,"NIEHS NIH HHS,NHLBI NIH HHS","K99 ES023504,T32 HL007034","PA-11-197,PA-16-287/PA-02-109/PA-14-015/PA-10-036"
185,Martin-SanchezF2014a,2014,,,,,,,,,
186,PeterI2014a,2014,,,,Clinical Trials as Topic,"Diabetes Mellitus, Type 2|Health Behavior|Obesity|Physical Fitness|Risk Reduction Behavior",,"NIDDK NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NCRR NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NCRR NIH HHS,NIDDK NIH HHS,NCRR NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NCRR NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NCRR NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NCRR NIH HHS,NCRR NIH HHS,Intramural NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NCATS NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NCATS NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NCRR NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NCRR NIH HHS,NCRR NIH HHS,NIDDK NIH HHS,NIDDK NIH HHS,NCRR NIH HHS","DK57078,U01 DK057151,DK57151,U01 DK057154,U01 DK057171,U01 DK057182,U01 DK057136,U01 DK057002,U01 DK057177,M01 RR001066,U01 DK057078,DK57008,DK090043,P30 DK048520,U01 DK057135,P30 DK046204,DK57171,M01 RR002719,DK57131,M01 RR000056,U01 DK057219,DK57149,U01 DK056992,M01RR01066,DK57182,DK57002,M01RR01346,DK57178,P30 DK48520,U01 DK057131,M01 RR000051,M01RR000056 44,NA,DK57136,DK57154,DK57219,UL1 TR001082,DK57177,P30 DK026687,UL1 TR001120,U01 DK056990,U01 DK057178,U01 DK057008,DK56990,M01RR0021140,DK 046204,U01 DK057149,R01 DK090043,DK57135,M01RR02719,M01 RR001346,DK56992,P30 DK017047,M01RR00051","NA,RFA-DK-15-501/RFA-DK-05-504/RFA-DK-98-019/RFA-DK-12-502,NA,RFA-DK-15-501/RFA-DK-05-504/RFA-DK-98-019/RFA-DK-12-502,RFA-DK-15-501/RFA-DK-05-504/RFA-DK-98-019/RFA-DK-12-502,RFA-DK-15-501/RFA-DK-05-504/RFA-DK-98-019/RFA-DK-12-502,RFA-DK-15-502/RFA-DK-98-020/RFA-DK-12-502/RFA-DK-05-504,RFA-DK-15-501/RFA-DK-05-504/RFA-DK-98-019/RFA-DK-12-502,RFA-DK-15-501/RFA-DK-05-504/RFA-DK-98-019/RFA-DK-12-502,NA,RFA-DK-15-501/RFA-DK-05-504/RFA-DK-98-019/RFA-DK-12-502,NA,PAR-09-247,RFA-DK-93-020/RFA-DK-09-006/RFA-DK-04-016/PA-20-222/RFA-DK-19-002/RFA-DK-14-002/RFA-DK-98-013,RFA-DK-15-501/RFA-DK-05-504/RFA-DK-98-019/RFA-DK-12-502,RFA-DK-96-011/RFA-DK-92-006/RFA-DK-02-007,NA,PA-90-30,NA,NA,RFA-DK-15-501/RFA-DK-05-504/RFA-DK-98-019/RFA-DK-12-502,NA,RFA-DK-15-501/RFA-DK-05-504/PAR-08-067/RFA-DK-98-019/RFA-DK-12-502,NA,NA,NA,NA,NA,NA,RFA-DK-15-501/RFA-DK-05-504/RFA-DK-98-019/RFA-DK-12-502,NA,NA,NA,NA,NA,NA,RFA-TR-12-006,NA,RFA-DK-99-016/RFA-DK-04-021/RFA-DK-90-003/RFA-DK-94-020/RFA-DK-19-002/RFA-DK-14-002/RFA-DK-10-003,RFA-TR-12-006/PA-15-321,RFA-DK-15-501/RFA-DK-05-504/RFA-DK-98-019/RFA-DK-12-502,RFA-DK-15-501/RFA-DK-05-504/RFA-DK-98-019/RFA-DK-12-502,RFA-DK-15-501/RFA-DK-05-504/RFA-DK-98-019/RFA-DK-12-502,NA,NA,RFA-DK-96-011/RFA-DK-92-006/RFA-DK-02-007,RFA-DK-15-501/RFA-DK-05-504/RFA-DK-98-019/RFA-DK-12-502,PAR-09-247,NA,NA,NA,NA,RFA-DK-87-010/PA-18-591/RFA-DK-02-004/RFA-DK-21-029/RFA-DK-16-020/RFA-DK-11-015/RFA-DK-06-014/PA-20-272/RFA-DK-97-004/RFA-DK-91-011,NA"
187,MinH2014a,2014,,,,Biomedical Research|Registries,Health Behavior,,,,
188,WongC2014a,2014,,,,Biomedical Research,HIV Infections,,"NIA NIH HHS,NIA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIAID NIH HHS,NIDA NIH HHS,NIAID NIH HHS,NIAID NIH HHS,NIAID NIH HHS,NIAID NIH HHS,NIAID NIH HHS","T32-AG000247,T32 AG000247,U01 DA036935,F31-DA037788,K01-AI093197,F31 DA037788,U01 AI042590,U01-AI069918,U01-AI42590,K01 AI093197,U01 AI069918","PA-10-036/PA-20-142/PA-14-015,PA-10-036/PA-20-142/PA-14-015,PAR-12-222/RFA-DA-20-005,PA-11-111,PA-10-056,PA-11-111,RFA-AI-97-001/RFA-AI-07-004/RFA-AI-12-002/PA-97-105,RFA-AI-10-030/PA-20-135/RFA-AI-05-014/RFA-AI-15-017/RFA-AI-20-023,NA,PA-10-056,RFA-AI-10-030/PA-20-135/RFA-AI-05-014/RFA-AI-15-017/RFA-AI-20-023"
189,ParksC2014a,2014,,,,,Autoimmune Diseases,,Intramural NIH HHS,Z01 ES049028,
190,ZulligK2015a,2015,,,,Reproducibility of Results|Surveys and Questionnaires,"Interpersonal Relations,Parents,Perception,Psychometrics",,,,
191,WebelA2016a,2016,20801|21601|21602|140301|140601|210402,,,Epidemiological | Cross-Sectional Studies,HIV Infections,To describe the associations among three social resource variables and two health promotion behaviors and quality of life among persons living with HIV.,"NCATS NIH HHS,NIAID NIH HHS,NCATS NIH HHS,NCRR NIH HHS,NCRR NIH HHS,NIAID NIH HHS,NCATS NIH HHS","KL2 TR000440,P30AI36219,UL1 TR000439,KL2 RR024990,5KL2RR024990,P30 AI036219,KL2TR000440","RFA-RM-10-020,NA,RFA-RM-10-020,RFA-RM-07-002,RFA-RM-07-002,RFA-AI-93-014/PAR-09-103/PAR-14-041/PAR-03-089/PAR-97-027/PAR-20-106,RFA-RM-10-020"
192,VinkhuyzenA2015a,2015,,,,,,,,,
193,Spruijt-MetzD2015a,2015,,,,,Health,,"Medical Research Council,NIA NIH HHS,NCI NIH HHS,NIH HHS","MR/K023195/1,P30 AG034546,P30 CA060553,R25 OD011113","NA,RFA-AG-19-006/RFA-AG-09-008/RFA-AG-14-004,PA-20-272/PA-18-591/PAR-11-005/PAR-17-095,PAR-10-206"
194,SapkotaB2016a,2016,50701|131001|131101|150302,Asian Indian diabetic heart study,AIDHS,Case-Control Studies|Genome-Wide Association Study,"Diabetes Mellitus, Type 2",Performed the first genome-wide association study of serum 25(OH)D on 3538 individuals from this Punjabi Sikh population. ,"NIDDK NIH HHS,NIDDK NIH HHS","R01 DK082766,R01DK082766","PA-07-070,PA-07-070"
195,RileyW2015a,2015,,,,Cohort Studies|Pharmacogenetics|Precision Medicine,,,,,
196,PendergrassS2015a,2015,,,,Genome-Wide Association Study,,,,,
197,PattaroC2015a,2015,31302|31401|40101|120101|121601|130901,Cooperative Helath Research in South Tyrol,CHRIS,Follow-Up Studies|Longitudinal Studies|Pilot Projects|Research Design|Surveys and Questionnaires,"Genetic Predisposition to Disease,Life Style",A population-based study with a logitudinal lookout to investigate the genetic and molecular basis of age-related common chronic conditions and their interaction with life style and environment in the general population.,Department of Innovation Research and University of the Autonomous Province of Bolzano-South Tyrol,,
198,OrtizA2015a,2015,210901,,,Feasibility Studies|Nutrition Surveys|Population Surveillance,Papillomavirus Infections,Describes methodology of the first population-based study of human papilomavirus (HPV) infection among women aged 16-64 yars residing in San Juan Metro area of Puerto Rico.,"NIAID NIH HHS,NIMHD NIH HHS,NCRR NIH HHS","1SC2AI090922-01,8U54MD 007587-03,U54 RR026139","NA,NA,PAR-09-261"
199,O'BrienS2015a,2015,,,,,,,"NCATS NIH HHS,NHGRI NIH HHS,NCRR NIH HHS,NCATS NIH HHS,NCRR NIH HHS,NCATS NIH HHS","UL1 TR000427,U01 HG006389,UL1 RR025011,UL1TR000427,1UL1RR025011,9U54TR000021","RFA-RM-10-020,RFA-HG-10-009,RFA-RM-07-002,RFA-RM-10-020,RFA-RM-07-002,NA"
200,NielC2015a,2015,,,,Genome-Wide Association Study,,,,,
201,NicholsB2015a,2015,,,,Registries,Cognition,,"NIAAA NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS,NIAID NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS","R01 AA005965,U01 AA013521,U01 AA017347,U01AA017347,U24 AA021697,U01AA013521,R01AA005965,R01 AA012388,U01 AA017923,U24 AA021695,P30 AI027763,R01AA012388,U01 AA021697","PA-16-287/PA-13-302/PA-18-591,RFA-AA-11-006/RFA-AA-06-101/RFA-AA-16-004,RFA-AA-12-011/PA-16-287/RFA-AA-18-011/RFA-AA-07-019,RFA-AA-12-011/PA-16-287/RFA-AA-18-011/RFA-AA-07-019,RFA-AA-17-005/RFA-AA-12-006/PA-18-591,RFA-AA-11-006/RFA-AA-06-101/RFA-AA-16-004,PA-16-287/PA-13-302/PA-18-591,PA-10-067,PAR-11-282/PAR-08-004,RFA-AA-12-006/PA-18-591/RFA-AA-17-004,PA-20-135/PAR-11-108/PAR-06-291/PAR-14-041,PA-10-067,PA-15-144/RFA-AA-12-006"
202,MurrayD2015a,2015,,,,,Cooperative Behavior,,,,
203,MillnerA2015a,2015,,,,Surveys and Questionnaires,Suicide,,"Dr Mortimer and Theresa Sackler Foundation, John D. and Catherine T. MacArthur Foundation","NA, local fundation, not NIH Awards","NA,NA,NA"
204,MensahG2015a,2015,,,,Biomedical Research,Global Health|Stroke,,"NINDS NIH HHS,Intramural NIH HHS","U54 NS081764,Z99 HL999999","RFA-NS-12-007,NA"
205,LorenzettiV2016a,2016,,,,,Marijuana Smoking,,,,
206,LeslieE2015a,2015,,,,Personalized Medicine|Genetic Research,Congenital Anomalies,,,,
207,HallM2015a,2015,,,,Case-Control Studies|Computational Biology|Electronic Health Records|Genome-Wide Association Study|Genomics,Cataract,,"NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NCATS NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NIA NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NIAID NIH HHS,NIAID NIH HHS,NHGRI NIH HHS,NIA NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS","U01HG006379,U01 HG006385,U01HG004438,U01 HG006375,U01HG006375,U01 HG004438,U01HG004424,UL1 TR000427,U01HG004610,U01 HG006382,U01HG006382,U01 HG004603,U01HG04603,U01 HG004424,UO1AG06781,U01 HG006389,HG006828,U01 HG004599,U01 HG006828,R37 AI024717,R01 AI024717,U01HG004608,U01 AG006781,U01HG04599,F31 HG008588,U01 HG006378,U01 HG004610,U01 HG006379,U01HG006385,U01HG006378,U01 HG004608,U01HG006389","PA-16-287/PA-18-591/RFA-HG-19-013/RFA-HG-10-009/RFA-HG-14-025,RFA-HG-10-010/PA-12-100,RFA-HG-06-014,RFA-HG-10-009,RFA-HG-10-009,RFA-HG-06-014,RFA-HG-06-014,RFA-RM-10-020,RFA-HG-07-005,RFA-HG-10-009,RFA-HG-10-009,RFA-HG-07-005,NA,RFA-HG-06-014,NA,RFA-HG-10-009,RFA-HG-11-022,RFA-HG-07-005,RFA-HG-11-022,NA,PA-13-302/PA-20-185,RFA-HG-07-005,PA-18-591/RFA-AG-86-001/PAR-13-097/PAR-11-213,NA,PA-14-147,PA-12-100/RFA-HG-10-009,RFA-HG-07-005,PA-16-287/PA-18-591/RFA-HG-19-013/RFA-HG-10-009/RFA-HG-14-025,RFA-HG-10-010/PA-12-100,PA-12-100/RFA-HG-10-009,RFA-HG-07-005,RFA-HG-10-009"
208,GatzM2015a,2015,,,,Research|Surveys and Questionnaires,Depressive Disorder,,NIA NIH HHS,R01 AG037985,RFA-AG-10-006
209,ConradK2015a,2015,560602,Global Appraisal of Individual Needs,GAIN,"Outcome Assessment, Health Care|Reproducibility of Results",Substance-Related Disorders,"Using data from 2,101 persons presenting for substance use disorders treatment, the full 21-item global appraisal of individual needs self-help involvement scale (SHIS) and a newly developed 11-item short-form version were validated against the Rasch measurement model and each other.","NIAAA NIH HHS,NIDA NIH HHS,PHS HHS,NIDA NIH HHS","R01 AA021118,R37 DA011323,270-12-0397,R37-DA011323","PA-10-100,PA-01-097,NA,PA-01-097"
210,ChandlerR2015a,2015,,,,Biomedical Research|Multicenter Studies as Topic|Prospective Studies,HIV Infections|Substance-Related Disorders,,,,
211,CarterE2015a,2015,,,,Electronic Health Records,Substance-Related Disorders,,"NLM NIH HHS,NCATS NIH HHS","R01 LM011364,UL1 TR000114","PAR-11-208,RFA-RM-10-001"
212,JiaoY2015a,2015,,,,Risk Assessment|Environmental Monitoring,Communication,,,,
213,WuL2016a,2016,,"Tobacco,alcohol, prescription medications, and substance use/misuse (TAPS) tool",TAPS,Mass Screening|Pilot Projects|Reproducibility of Results|Research Design,Alcoholism|Opioid-Related Disorders|Substance-Related Disorders|Tobacco Use Disorder,"We describe the design of the recently completed National Drug Abuse Treatment Clinical TrialsNetwork''s tobacco, alcohol, prescription medications, and substance use/misuse screen and brief assessmenttool validation study. Study aims included to: develop a 2-stage screening and brief assessment tool (TAPSTool) to detect substance use, problem use, and SUD among adult primary care patients; examine the validityof both the screen component and the TAPS Tool by comparing themto reference standard screening and assessmentmeasures of no use, problem use, and SUD; and determine the feasibility and acceptability of the self-administrationand interviewer-administration of the tool.","NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIMHD NIH HHS","UG1 DA013034,R33 DA027503,R01 DA019623,UG1 DA013035,U10 DA013727,UG1 DA040317,R01 MD007658","PA-16-287/RFA-DA-15-008/PA-18-591,RFA-DA-09-020,PA-03-139/PA-08-124,PA-16-287/RFA-DA-20-024/RFA-DA-15-008/PA-18-591/PA-16-288,RFA-DA-05-001/RFA-DA-10-009,PA-16-287/RFA-DA-15-008/PA-18-591,RFA-MD-12-003"
214,WinhusenT2016a,2016,520103,Design considerations for a pilot trial using a novel approach for evaluating smoking-cessation medication in methadone-maintained smokers.,,Follow-Up Studies|Pilot Projects|Research Design,Opioid-Related Disorders|Smoking|Smoking Cessation,"The prevalence of smoking in methadone-maintained (MM) patients is over 80% and smoking-abstinence ratesare strikingly low, even with the use of first-line smoking-cessation medications. Research has found thatcigarettes increase the reinforcing properties of methadone; this interaction may be an additional, daily,challenge to smoking cessation in MM-smokers. This paper describes a novel approach in which patients whoexperience a particular barrier to achieving smoking abstinence are selected, and the impact of smoking-cessationmedications on the identified barrier is evaluated.",Pfizer,,
215,VandeL2016a,2016,,,,Orthopedics|Surveys and Questionnaires|Urology,Tobacco Use,,,,
216,UmakanthanS2016a,2016,50601,Commentary/Review,,Cohort Studies, Inflammatory Bowel Diseases,"It has been suggested that dietary fiber intake can influence the gastrointestinalmicrobiota and the development of inflammatory bowel disease (IBD). However, few studieshave examined fermentable fiber intake and its role in IBD patients. We aimed to determine therelationship between dietary fiber intake and IBD severity as well as disease-related quality oflife.",,,
217,TylerA2016a,2016,,,,Computational Biology|Genome-Wide Association Study,,,,,
218,TomkoR2016a,2016,,,,Precision Medicine,Impulsive Behavior|Reward|Sensation|Substance-Related Disorders,,"NIAAA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIMH NIH HHS,NIDA NIH HHS","T32 AA007474,UG1 DA013727,R01 DA038700,U01 DA031779,T32 MH018869,P50 DA016511","PA-06-468/PA-16-152/PA-11-184,PA-16-287/RFA-DA-20-024/RFA-DA-15-008/PA-18-591,PA-13-338/PA-18-590,PA-10-067,PA-06-468/PA-16-152/PA-11-184/PA-16-287,RFA-OD-06-003/RFA-OD-11-003"
219,TalleyA2016a,2016,,,,,Alcohol Drinking,,"NIMH NIH HHS,NIAAA NIH HHS,NIMH NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS","R34 MH105202,P50 AA005595,R34 MH102098,T32 AA007240,U24 AA022000,R01 AA018292,R00 AA019974","PAR-11-278,PA-18-935/RFA-AA-15-001/RFA-AA-10-004,PAR-11-278,PA-02-109/PA-14-015/PA-10-036,RFA-AA-12-010,PA-07-409,PA-10-063"
220,SwardK2016a,2016,,,,Pediatrics,,,"NICHD NIH HHS,NICHD NIH HHS,NICHD NIH HHS,NICHD NIH HHS,NICHD NIH HHS,NICHD NIH HHS,NICHD NIH HHS,NICHD NIH HHS,NICHD NIH HHS,NICHD NIH HHS,NICHD NIH HHS,NICHD NIH HHS,NICHD NIH HHS,NICHD NIH HHS,NICHD NIH HHS,NICHD NIH HHS","U10 HD063108,U01HD049934,U10 HD050012,U10HD049981,U10 HD049981,U10HD063106,U10 HD050096,U10 HD049983,U10 HD063106,U10HD063114,U10HD050096,U10HD049983,U10HD063108,U10 HD063114,U01 HD049934,U10HD050012","RFA-HD-08-025,RFA-HD-08-027/RFA-HD-14-020/RFA-HD-04-015,RFA-HD-04-004/RFA-HD-08-025,RFA-HD-04-004/RFA-HD-08-025,RFA-HD-04-004/RFA-HD-08-025,RFA-HD-08-025,RFA-HD-04-004/RFA-HD-08-025,RFA-HD-04-004/RFA-HD-08-025,RFA-HD-08-025,RFA-HD-08-025,RFA-HD-04-004/RFA-HD-08-025,RFA-HD-04-004/RFA-HD-08-025,RFA-HD-08-025,RFA-HD-08-025,RFA-HD-08-027/RFA-HD-14-020/RFA-HD-04-015,RFA-HD-04-004/RFA-HD-08-025"
221,SullivanE2016a,2016,,,,Cross-Sectional Studies,Alcohol Drinking|Cognition|Executive Function|Underage Drinking,,"NIAAA NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS,NIAAA NIH HHS","U24 AA021697,U01 AA021696,U01 AA021691,U01 AA021681,U01 AA021695,U01 AA021692,K05 AA017168,U01 AA021690,U24 AA021695,U01 AA021697","RFA-AA-17-005/RFA-AA-12-006/PA-18-591,RFA-AA-12-006/PA-18-935/RFA-AA-17-003/PA-18-658,RFA-AA-12-006/RFA-AA-17-003/PA-18-591,RFA-AA-12-006/RFA-AA-17-003,RFA-AA-12-006,PA-18-586/RFA-AA-12-006/RFA-AA-17-003,PA-06-555/PA-12-148,RFA-AA-12-006/RFA-AA-17-003,RFA-AA-12-006/PA-18-591/RFA-AA-17-004,PA-15-144/RFA-AA-12-006"
222,StevensA2016a,2016,180401,Does drinking refusal self-efficacy mediate the impulsivity-problematic alcohol use relation?,,Surveys and Questionnaires,Alcohol Drinking|Alcohol-Related Disorders|Impulsive Behavior,"There is consistent evidence that impulsivity-like traits relate to problematic alcohol involvement; however,identifying mechanisms that account for this relation remains an important area of research. Drinking refusalself-efficacy (or a person''s ability to resist alcohol; DRSE) has been shown to predict alcohol use among collegestudents andmay be a relevantmediator of the impulsivity–alcohol relation. The current study examined the indirecteffect of various constructs related to impulsivity (i.e., urgency, sensation seeking, and deficits in conscientiousness)via several facets of DRSE (i.e., social pressure, opportunistic, and emotional relief) on alcohol-relatedproblems among a large sample of college students (N=891).",NIDA NIH HHS,R03 DA037786,PA-12-282
223,SteinglassJ2016a,2016,120501|210701,,,,Anorexia Nervosa,,NIMH NIH HHS,R01 MH105452,PA-13-302/PA-14-077
224,SpjuthO2016a,2016,,,,,,,,,
225,SchifferdeckerK2016a,2016,20703|21501,Translation of an Action Learning Collaborative Model Into a Community-Based Intervention to Promote Physical Activity and Healthy Eating.,,Community-Based Participatory Research|Health Surveys,Health Behavior|Learning|Motor Activity|Obesity,"Action Learning Collaboratives (ALCs), whereby teams apply quality improvement (QI) tools and methods, have successfully improved patient care delivery and outcomes. We adapted and tested the ALC model as a community-based obesity prevention intervention focused on physical activity and healthy eating.","PHS HHS,NCCDPHP CDC HHS,NCI NIH HHS,NCCDPHP CDC HHS,NCCDPHP CDC HHS,NCCDPHP CDC HHS","UB6HP20157,U48DP005018,P30 CA023108,U48 DP005018,U48 DP001935,U48DP001935","NA,RFA-DP-14-001,PA-20-272/PAR-13-386/PAR-17-095,RFA-DP-14-001,RFA-DP-09-001,RFA-DP-09-001"
226,Salmoirago-BlotcherE2017a,2017,30101|30301|30401|31101|31301,Phone-delivered mindfulness training to promote medication adherence and reduce sexual risk behavior among persons living with HIV: Design and methods,,Feasibility Studies,"Depression|HIV Infections|Impulsive Behavior|Medication Adherence|Patient Acceptance of Health Care|Risk-Taking|Sexual Behavior|Stress, Psychological","In this trial, we will investigate the utility of phone-delivered MT for PWLH. The primary outcomes comprise feasibility and acceptability of phone-delivery; secondary outcomes are estimates of efficacy of MT on adherence to ART and safer sexual practices as well as on their hypothesized antecedents.","NIMH NIH HHS,NCCIH NIH HHS","K23 MH100955,R34 AT008930","PA-16-285/PA-11-194,PAR-14-182"
227,RosasL2016a,2016,20703|21501|21601|40301,Vida Sana,,Randomized Controlled Trials as Topic|Health Intervention,"Diabetes Mellitus, Type 2|Metabolic Syndrome|Prediabetic State",diabetes and obesity in Latinos,AHRQ HHS,R01 HS022702,PA-13-045
228,PavlakisS2016a,2016,,,,Genetic Research|Biomedical Research,Mitochondrial Diseases,,"NICHD NIH HHS,NINDS NIH HHS","P01 HD080642,U54 NS078059","PAR-13-257,PAR-11-187/RFA-TR-18-020/PA-18-591/RFA-TR-13-002"
229,OngY2016a,2016,20201|20303|20304|20501|20702|20703|21101|21501|21601,Growing Up in Singapore Towards Healthy Outcomes,GUSTO,Follow-Up Studies,Infant Nutrition Disorders|Pregnancy Complications|Premature Birth|Vitamin D Deficiency,"Maternal vitamin D status during pregnancy has been associated with infant birth and postnatal growth outcomes, but reported findingshave been inconsistent, especially in relation to postnatal growth and adiposity outcomes. In a mother–offspring cohort in Singapore, maternalplasma vitamin D was measured between 26 and 28 weeks of gestation, and anthropometric measurements were obtained from singletonoffspring during the first 2 years of life with 3-month follow-up intervals to examine birth, growth and adiposity outcomes.","Medical Research Council,Medical Research Council,Medical Research Council,Medical Research Council,Medical Research Council,Medical Research Council,Arthritis Research UK,Medical Research Council,Department of Health,Medical Research Council,Medical Research Council,British Heart Foundation,Medical Research Council,Medical Research Council","MC_U147574222,MC_UU_12011/1,MC_UP_A620_1014,MC_U147574226,MR/J000094/1,MC_U147585827,17702,MC_UP_A620_1017,SOUDIBRU-2008-1,MC_UU_12011/4,MC_U147585824,RG/07/009/23120,G0400491,MC_U147585819","NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA"
230,NewmanE2016a,2016,121802,"Pediatric Imaging, Neurocognition, and Genetics",PING,Self Report,Anxiety Disorders,"Anxiety is a risk factor for many adverse neuropsychiatric and socioeconomic outcomes, and has been linked to functional and structural changes in the ventromedial prefrontal cortex (VMPFC). However, the nature of these differences, as well as how they develop in children and adolescents, remains poorly understood. More effective interventions to minimize the negative consequences of anxiety require better understanding of its neurobiology in children. Recent research suggests that structural imaging studies may benefit from clearly delineating between cortical surface area and thickness when examining these associations, as these distinct cortical phenotypes are influenced by different cellular mechanisms and genetic factors. The present study examined relationships between cortical surface area and thickness of the VMPFC and a self-report measure of anxiety (SCARED-R) in 287 youths aged 7–20 years from the Pediatric Imaging, Neurocognition, and Genetics (PING) study.","NICHD NIH HHS,NIGMS NIH HHS,NCATS NIH HHS,NIMH NIH HHS,NICHD NIH HHS,NICHD NIH HHS,NIDA NIH HHS","U54 HD079123,R01 GM104400,UL1 TR001863,R01 MH083320,U54 HD090255,R01 HD061414,RC2 DA029475","PA-18-591/RFA-HD-14-012,RFA-GM-14-006,PAR-15-304/PA-16-328/PA-16-288,PA-13-302/PA-11-260/PA-07-070,RFA-HD-16-013/PA-18-591,PA-10-067,RFA-OD-09-004"
